Episodes Time-Steps Steps-In-One-Episode
9202 153 19
9217 154 15
9231 155 14
9253 156 22
9293 157 40
9315 158 22
9327 159 12
9342 160 15
9357 161 15
9399 162 42
9412 163 13
9451 164 39
9480 165 29
9502 166 22
9510 167 8
9523 168 13
9552 169 29
9604 170 52
9657 171 53
9725 172 68
9760 173 35
9779 174 19
9826 175 47
9846 176 20
9894 177 48
9911 178 17
9941 179 30
9965 180 24
10029 181 64
10067 182 38
10084 183 17
10095 184 11
10109 185 14
10123 186 14
10139 187 16
10172 188 33
10185 189 13
10192 190 7
10216 191 24
10227 192 11
10295 193 68
10305 194 10
10341 195 36
10382 196 41
10396 197 14
10416 198 20
10437 199 21
10475 200 38
10546 201 71
10590 202 44
10607 203 17
10629 204 22
10642 205 13
10662 206 20
10716 207 54
10743 208 27
10811 209 68
10840 210 29
10865 211 25
10883 212 18
10929 213 46
10940 214 11
11027 215 87
11219 216 192
11249 217 30
11270 218 21
11328 219 58
11335 220 7
11346 221 11
11443 222 97
11476 223 33
11488 224 12
11502 225 14
11531 226 29
11548 227 17
11558 228 10
11582 229 24
11595 230 13
11606 231 11
11703 232 97
11746 233 43
11829 234 83
11846 235 17
11926 236 80
11946 237 20
11980 238 34
12028 239 48
12064 240 36
12091 241 27
12107 242 16
12142 243 35
12177 244 35
12219 245 42
12241 246 22
12266 247 25
12322 248 56
12397 249 75
12491 250 94
12498 251 7
12546 252 48
12573 253 27
12597 254 24
12632 255 35
12663 256 31
12677 257 14
12707 258 30
12722 259 15
12807 260 85
12896 261 89
12945 262 49
12956 263 11
12987 264 31
13010 265 23
13059 266 49
13088 267 29
13101 268 13
13176 269 75
13195 270 19
13232 271 37
13326 272 94
13367 273 41
13385 274 18
13417 275 32
13438 276 21
13488 277 50
13511 278 23
13529 279 18
13542 280 13
13565 281 23
13590 282 25
13627 283 37
13640 284 13
13719 285 79
13732 286 13
13855 287 123
13975 288 120
14091 289 116
14206 290 115
14310 291 104
14365 292 55
14418 293 53
14445 294 27
14457 295 12
14502 296 45
14519 297 17
14581 298 62
14633 299 52
14642 300 9
14661 301 19
14704 302 43
14732 303 28
14764 304 32
14792 305 28
14812 306 20
14830 307 18
14840 308 10
14850 309 10
14863 310 13
14908 311 45
14920 312 12
14956 313 36
14966 314 10
14973 315 7
14983 316 10
14995 317 12
15024 318 29
15041 319 17
15060 320 19
15071 321 11
15081 322 10
15104 323 23
15114 324 10
15130 325 16
15141 326 11
15250 327 109
15302 328 52
15334 329 32
15364 330 30
15376 331 12
15392 332 16
15424 333 32
15570 334 146
15630 335 60
15739 336 109
15792 337 53
15849 338 57
15893 339 44
15922 340 29
15959 341 37
15967 342 8
15978 343 11
16000 344 22
16070 345 70
16086 346 16
16105 347 19
16140 348 35
16162 349 22
16186 350 24
16193 351 7
16212 352 19
16224 353 12
16235 354 11
16247 355 12
16298 356 51
16318 357 20
16353 358 35
16363 359 10
16373 360 10
16394 361 21
16410 362 16
16420 363 10
16430 364 10
16465 365 35
16478 366 13
16496 367 18
16515 368 19
16533 369 18
16543 370 10
16563 371 20
16571 372 8
16588 373 17
16595 374 7
16606 375 11
16622 376 16
16631 377 9
16648 378 17
16659 379 11
16680 380 21
16691 381 11
16698 382 7
16707 383 9
16727 384 20
16742 385 15
16750 386 8
16759 387 9
16779 388 20
16802 389 23
16809 390 7
16833 391 24
16861 392 28
16876 393 15
16889 394 13
16900 395 11
16910 396 10
16921 397 11
16942 398 21
16955 399 13
16967 400 12
16974 401 7
16985 402 11
16996 403 11
17015 404 19
17029 405 14
17038 406 9
17056 407 18
17069 408 13
17079 409 10
17092 410 13
17113 411 21
17124 412 11
17144 413 20
17163 414 19
17172 415 9
17190 416 18
17200 417 10
17217 418 17
17229 419 12
17244 420 15
17262 421 18
17271 422 9
17278 423 7
17285 424 7
17292 425 7
17315 426 23
17322 427 7
17330 428 8
17340 429 10
17359 430 19
17373 431 14
17383 432 10
17394 433 11
17408 434 14
17418 435 10
17427 436 9
17440 437 13
17448 438 8
17455 439 7
17467 440 12
17482 441 15
17489 442 7
17503 443 14
17512 444 9
17526 445 14
17558 446 32
17566 447 8
17574 448 8
17583 449 9
17592 450 9
17624 451 32
17642 452 18
17660 453 18
17670 454 10
17698 455 28
17728 456 30
17745 457 17
17783 458 38
17790 459 7
17798 460 8
17829 461 31
17840 462 11
17849 463 9
17856 464 7
17879 465 23
17904 466 25
17928 467 24
17947 468 19
17956 469 9
17968 470 12
17988 471 20
18000 472 12
18053 473 53
18072 474 19
18106 475 34
18118 476 12
18134 477 16
18147 478 13
18165 479 18
18180 480 15
18205 481 25
18232 482 27
18266 483 34
18282 484 16
18334 485 52
18354 486 20
18387 487 33
18407 488 20
18430 489 23
18466 490 36
18483 491 17
18493 492 10
18518 493 25
18619 494 101
19070 495 451
19194 496 124
19229 497 35
19280 498 51
19295 499 15
19322 500 27
