Episodes Time-Steps Steps-In-One-Episode
39880 1851 30
39901 1852 21
39916 1853 15
39955 1854 39
40072 1855 117
40145 1856 73
40278 1857 133
40321 1858 43
40396 1859 75
40474 1860 78
40612 1861 138
40627 1862 15
40683 1863 56
40703 1864 20
40745 1865 42
40759 1866 14
40843 1867 84
40856 1868 13
40900 1869 44
40924 1870 24
41000 1871 76
41034 1872 34
41081 1873 47
41104 1874 23
41121 1875 17
41141 1876 20
41158 1877 17
41186 1878 28
41211 1879 25
41229 1880 18
41269 1881 40
41294 1882 25
41312 1883 18
41321 1884 9
41347 1885 26
41368 1886 21
41398 1887 30
41415 1888 17
41469 1889 54
41485 1890 16
41498 1891 13
41553 1892 55
41588 1893 35
41626 1894 38
41659 1895 33
41712 1896 53
41786 1897 74
41817 1898 31
41828 1899 11
41835 1900 7
41858 1901 23
41873 1902 15
41897 1903 24
41922 1904 25
41960 1905 38
41977 1906 17
41992 1907 15
42016 1908 24
42028 1909 12
42270 1910 242
42304 1911 34
42348 1912 44
42367 1913 19
42433 1914 66
42473 1915 40
42571 1916 98
42580 1917 9
42596 1918 16
42609 1919 13
42645 1920 36
42675 1921 30
42705 1922 30
42740 1923 35
42777 1924 37
42837 1925 60
42873 1926 36
42904 1927 31
42918 1928 14
42950 1929 32
42975 1930 25
43002 1931 27
43038 1932 36
43066 1933 28
43100 1934 34
43118 1935 18
43128 1936 10
43195 1937 67
43261 1938 66
43292 1939 31
43308 1940 16
43339 1941 31
43384 1942 45
43406 1943 22
43413 1944 7
43497 1945 84
43514 1946 17
43521 1947 7
43538 1948 17
43546 1949 8
43555 1950 9
43567 1951 12
43579 1952 12
43591 1953 12
43613 1954 22
43635 1955 22
43659 1956 24
43684 1957 25
43691 1958 7
43699 1959 8
43706 1960 7
43718 1961 12
43733 1962 15
43745 1963 12
43755 1964 10
43770 1965 15
43778 1966 8
43792 1967 14
43811 1968 19
43818 1969 7
43840 1970 22
43859 1971 19
43867 1972 8
43886 1973 19
43915 1974 29
43926 1975 11
43933 1976 7
43956 1977 23
43963 1978 7
43970 1979 7
43978 1980 8
43989 1981 11
43996 1982 7
44003 1983 7
44037 1984 34
44049 1985 12
44057 1986 8
44065 1987 8
44078 1988 13
44086 1989 8
44102 1990 16
44118 1991 16
44125 1992 7
44143 1993 18
44165 1994 22
44176 1995 11
44185 1996 9
44200 1997 15
44212 1998 12
44232 1999 20
44256 2000 24
44263 2001 7
44270 2002 7
44290 2003 20
44297 2004 7
44312 2005 15
44325 2006 13
44332 2007 7
44340 2008 8
44353 2009 13
44362 2010 9
44374 2011 12
44383 2012 9
44393 2013 10
44423 2014 30
44430 2015 7
44442 2016 12
44449 2017 7
44456 2018 7
44470 2019 14
44485 2020 15
44493 2021 8
44503 2022 10
44511 2023 8
44536 2024 25
44548 2025 12
44555 2026 7
44566 2027 11
44614 2028 48
44631 2029 17
44648 2030 17
44655 2031 7
44664 2032 9
44681 2033 17
44689 2034 8
44701 2035 12
44725 2036 24
44737 2037 12
44745 2038 8
44756 2039 11
44763 2040 7
44779 2041 16
44792 2042 13
44809 2043 17
44816 2044 7
44823 2045 7
44831 2046 8
44858 2047 27
44874 2048 16
44893 2049 19
44912 2050 19
44919 2051 7
44928 2052 9
44938 2053 10
44964 2054 26
44977 2055 13
44990 2056 13
44997 2057 7
45006 2058 9
45022 2059 16
45033 2060 11
45044 2061 11
45065 2062 21
45072 2063 7
45081 2064 9
45104 2065 23
45114 2066 10
45129 2067 15
45139 2068 10
45164 2069 25
45185 2070 21
45192 2071 7
45206 2072 14
45219 2073 13
45227 2074 8
45241 2075 14
45252 2076 11
45290 2077 38
45316 2078 26
45349 2079 33
45363 2080 14
45376 2081 13
45401 2082 25
45412 2083 11
45429 2084 17
45454 2085 25
45461 2086 7
45477 2087 16
45507 2088 30
45519 2089 12
45526 2090 7
45535 2091 9
45548 2092 13
45575 2093 27
45591 2094 16
45602 2095 11
45613 2096 11
45635 2097 22
45652 2098 17
45666 2099 14
45673 2100 7
45683 2101 10
45697 2102 14
45707 2103 10
45727 2104 20
45747 2105 20
45754 2106 7
45762 2107 8
45769 2108 7
45801 2109 32
45810 2110 9
45838 2111 28
45849 2112 11
45873 2113 24
45884 2114 11
45915 2115 31
45925 2116 10
45943 2117 18
45952 2118 9
45966 2119 14
46002 2120 36
46014 2121 12
46041 2122 27
46060 2123 19
46068 2124 8
46076 2125 8
46085 2126 9
46097 2127 12
46110 2128 13
46127 2129 17
46134 2130 7
46145 2131 11
46154 2132 9
46164 2133 10
46181 2134 17
46216 2135 35
46224 2136 8
46231 2137 7
46241 2138 10
46248 2139 7
46261 2140 13
46284 2141 23
46307 2142 23
46316 2143 9
46335 2144 19
46352 2145 17
46378 2146 26
46397 2147 19
46411 2148 14
46419 2149 8
46426 2150 7
46457 2151 31
46469 2152 12
46491 2153 22
46503 2154 12
46510 2155 7
46525 2156 15
46532 2157 7
46539 2158 7
46566 2159 27
46581 2160 15
46592 2161 11
46626 2162 34
46640 2163 14
46652 2164 12
46661 2165 9
46674 2166 13
46689 2167 15
46707 2168 18
46717 2169 10
46725 2170 8
46736 2171 11
46751 2172 15
46762 2173 11
46779 2174 17
46787 2175 8
46808 2176 21
46815 2177 7
46849 2178 34
46891 2179 42
46913 2180 22
46931 2181 18
46938 2182 7
46945 2183 7
46955 2184 10
46962 2185 7
46971 2186 9
46989 2187 18
47013 2188 24
47021 2189 8
47028 2190 7
47089 2191 61
47096 2192 7
47108 2193 12
47124 2194 16
47136 2195 12
47144 2196 8
47152 2197 8
47161 2198 9
47173 2199 12
47188 2200 15
47215 2201 27
47222 2202 7
47232 2203 10
47240 2204 8
47258 2205 18
47277 2206 19
47286 2207 9
47295 2208 9
47312 2209 17
47319 2210 7
47334 2211 15
47345 2212 11
47371 2213 26
47400 2214 29
47408 2215 8
47416 2216 8
47426 2217 10
47449 2218 23
47456 2219 7
47470 2220 14
47477 2221 7
47485 2222 8
47500 2223 15
47511 2224 11
47556 2225 45
47578 2226 22
47589 2227 11
47604 2228 15
47612 2229 8
47660 2230 48
47692 2231 32
47699 2232 7
47716 2233 17
47726 2234 10
47736 2235 10
47757 2236 21
47767 2237 10
47805 2238 38
47812 2239 7
47849 2240 37
47856 2241 7
47865 2242 9
47878 2243 13
47885 2244 7
47897 2245 12
47904 2246 7
47911 2247 7
47939 2248 28
47976 2249 37
47997 2250 21
48004 2251 7
48017 2252 13
48031 2253 14
48052 2254 21
48069 2255 17
48077 2256 8
48087 2257 10
48101 2258 14
48131 2259 30
48150 2260 19
48162 2261 12
48175 2262 13
48185 2263 10
48196 2264 11
48221 2265 25
48231 2266 10
48238 2267 7
48246 2268 8
48253 2269 7
48263 2270 10
48278 2271 15
48285 2272 7
48297 2273 12
48307 2274 10
48320 2275 13
48328 2276 8
48340 2277 12
48349 2278 9
48360 2279 11
48367 2280 7
48385 2281 18
48393 2282 8
48403 2283 10
48414 2284 11
48432 2285 18
48441 2286 9
48455 2287 14
48462 2288 7
48469 2289 7
48476 2290 7
48486 2291 10
48514 2292 28
48524 2293 10
48538 2294 14
48545 2295 7
48552 2296 7
48560 2297 8
48568 2298 8
48580 2299 12
48589 2300 9
48600 2301 11
48609 2302 9
48633 2303 24
48655 2304 22
48666 2305 11
48688 2306 22
48695 2307 7
48706 2308 11
48717 2309 11
48728 2310 11
48743 2311 15
48765 2312 22
48781 2313 16
48792 2314 11
48803 2315 11
48817 2316 14
48824 2317 7
48832 2318 8
48857 2319 25
48867 2320 10
48878 2321 11
48885 2322 7
48905 2323 20
48912 2324 7
48938 2325 26
48945 2326 7
48953 2327 8
48979 2328 26
48990 2329 11
48997 2330 7
49015 2331 18
49028 2332 13
49044 2333 16
49057 2334 13
49076 2335 19
49091 2336 15
49104 2337 13
49116 2338 12
49138 2339 22
49146 2340 8
49156 2341 10
49165 2342 9
49178 2343 13
49191 2344 13
49219 2345 28
49230 2346 11
49240 2347 10
49251 2348 11
49258 2349 7
49297 2350 39
49305 2351 8
49328 2352 23
49337 2353 9
49344 2354 7
49355 2355 11
49365 2356 10
49372 2357 7
49389 2358 17
49406 2359 17
49429 2360 23
49481 2361 52
49495 2362 14
49530 2363 35
49545 2364 15
49571 2365 26
49597 2366 26
49632 2367 35
49658 2368 26
49673 2369 15
49692 2370 19
49708 2371 16
49718 2372 10
49744 2373 26
49782 2374 38
49794 2375 12
49816 2376 22
49828 2377 12
49840 2378 12
49847 2379 7
49886 2380 39
49893 2381 7
49902 2382 9
49914 2383 12
49953 2384 39
49961 2385 8
49989 2386 28
50015 2387 26
50049 2388 34
50062 2389 13
50075 2390 13
50085 2391 10
50121 2392 36
50128 2393 7
50141 2394 13
50148 2395 7
50159 2396 11
50190 2397 31
50207 2398 17
50219 2399 12
50236 2400 17
50245 2401 9
50260 2402 15
50277 2403 17
50315 2404 38
50332 2405 17
50342 2406 10
50361 2407 19
50374 2408 13
50384 2409 10
50400 2410 16
50410 2411 10
50417 2412 7
50429 2413 12
50442 2414 13
50458 2415 16
50477 2416 19
50484 2417 7
50497 2418 13
50510 2419 13
50539 2420 29
50558 2421 19
50570 2422 12
50577 2423 7
50599 2424 22
50614 2425 15
50624 2426 10
50643 2427 19
50661 2428 18
50673 2429 12
50696 2430 23
50707 2431 11
50715 2432 8
50724 2433 9
50733 2434 9
50741 2435 8
50770 2436 29
50777 2437 7
50813 2438 36
50820 2439 7
50827 2440 7
50849 2441 22
50870 2442 21
50878 2443 8
50900 2444 22
50916 2445 16
50924 2446 8
50931 2447 7
50941 2448 10
50953 2449 12
50961 2450 8
50968 2451 7
50984 2452 16
50996 2453 12
51014 2454 18
51028 2455 14
51041 2456 13
51056 2457 15
51084 2458 28
51095 2459 11
51102 2460 7
51131 2461 29
51140 2462 9
51147 2463 7
51169 2464 22
51176 2465 7
51185 2466 9
51201 2467 16
51216 2468 15
51224 2469 8
51239 2470 15
51271 2471 32
51290 2472 19
51306 2473 16
51319 2474 13
51338 2475 19
51351 2476 13
51358 2477 7
51367 2478 9
51374 2479 7
51384 2480 10
51408 2481 24
51417 2482 9
51424 2483 7
51449 2484 25
51462 2485 13
51470 2486 8
51494 2487 24
51508 2488 14
51518 2489 10
51525 2490 7
51565 2491 40
51575 2492 10
51588 2493 13
51599 2494 11
51612 2495 13
51628 2496 16
51638 2497 10
51661 2498 23
51686 2499 25
51700 2500 14
51709 2501 9
51716 2502 7
51725 2503 9
51744 2504 19
51769 2505 25
51783 2506 14
51792 2507 9
51802 2508 10
51809 2509 7
51823 2510 14
51830 2511 7
51847 2512 17
51855 2513 8
51865 2514 10
51873 2515 8
51882 2516 9
51899 2517 17
51911 2518 12
51923 2519 12
51993 2520 70
52022 2521 29
52035 2522 13
52060 2523 25
52070 2524 10
52082 2525 12
52092 2526 10
52117 2527 25
52128 2528 11
52135 2529 7
52176 2530 41
52183 2531 7
52197 2532 14
52204 2533 7
52232 2534 28
52239 2535 7
52246 2536 7
52258 2537 12
52265 2538 7
52287 2539 22
52295 2540 8
52310 2541 15
52340 2542 30
52369 2543 29
52395 2544 26
52402 2545 7
52409 2546 7
52430 2547 21
52456 2548 26
52463 2549 7
52475 2550 12
52493 2551 18
52509 2552 16
52520 2553 11
52535 2554 15
52563 2555 28
52570 2556 7
52588 2557 18
52598 2558 10
52611 2559 13
52625 2560 14
52639 2561 14
52662 2562 23
52674 2563 12
52707 2564 33
52715 2565 8
52724 2566 9
52736 2567 12
52745 2568 9
52755 2569 10
52779 2570 24
52791 2571 12
52799 2572 8
52817 2573 18
52824 2574 7
52840 2575 16
52850 2576 10
52870 2577 20
52891 2578 21
52901 2579 10
52910 2580 9
52920 2581 10
52928 2582 8
52935 2583 7
52945 2584 10
52965 2585 20
52989 2586 24
52999 2587 10
53006 2588 7
53021 2589 15
53038 2590 17
53057 2591 19
53084 2592 27
53099 2593 15
53108 2594 9
53129 2595 21
53148 2596 19
53164 2597 16
53180 2598 16
53198 2599 18
53208 2600 10
53224 2601 16
53251 2602 27
53261 2603 10
53277 2604 16
53289 2605 12
53299 2606 10
53306 2607 7
53327 2608 21
53350 2609 23
53357 2610 7
53400 2611 43
53429 2612 29
53436 2613 7
53455 2614 19
53471 2615 16
53478 2616 7
53497 2617 19
53506 2618 9
53517 2619 11
53527 2620 10
53541 2621 14
53555 2622 14
53565 2623 10
53574 2624 9
53581 2625 7
53591 2626 10
53604 2627 13
53617 2628 13
53627 2629 10
53640 2630 13
53656 2631 16
53666 2632 10
53685 2633 19
53693 2634 8
53718 2635 25
53730 2636 12
53753 2637 23
53765 2638 12
53805 2639 40
53814 2640 9
53837 2641 23
53865 2642 28
53875 2643 10
53882 2644 7
53902 2645 20
53909 2646 7
53916 2647 7
53933 2648 17
53949 2649 16
53957 2650 8
53964 2651 7
53977 2652 13
54004 2653 27
54023 2654 19
54031 2655 8
54038 2656 7
54045 2657 7
54058 2658 13
54065 2659 7
54076 2660 11
54083 2661 7
54119 2662 36
54138 2663 19
54168 2664 30
54180 2665 12
54204 2666 24
54213 2667 9
54220 2668 7
54247 2669 27
54273 2670 26
54280 2671 7
54287 2672 7
54308 2673 21
54319 2674 11
54335 2675 16
54342 2676 7
54358 2677 16
54367 2678 9
54378 2679 11
54399 2680 21
54406 2681 7
54417 2682 11
54426 2683 9
54440 2684 14
54454 2685 14
54481 2686 27
54491 2687 10
54505 2688 14
54530 2689 25
54540 2690 10
54567 2691 27
54574 2692 7
54584 2693 10
54598 2694 14
54617 2695 19
54638 2696 21
54654 2697 16
54677 2698 23
54685 2699 8
54695 2700 10
54705 2701 10
54727 2702 22
54734 2703 7
54761 2704 27
54774 2705 13
54782 2706 8
54793 2707 11
54812 2708 19
54821 2709 9
54839 2710 18
54852 2711 13
54860 2712 8
54878 2713 18
54886 2714 8
54898 2715 12
54905 2716 7
54913 2717 8
54925 2718 12
54935 2719 10
54948 2720 13
54963 2721 15
54973 2722 10
54986 2723 13
55000 2724 14
55022 2725 22
55032 2726 10
55051 2727 19
55060 2728 9
55079 2729 19
55090 2730 11
55107 2731 17
55117 2732 10
55137 2733 20
55144 2734 7
55186 2735 42
55199 2736 13
55213 2737 14
55220 2738 7
55230 2739 10
55243 2740 13
55256 2741 13
55284 2742 28
55291 2743 7
55298 2744 7
55305 2745 7
55321 2746 16
55331 2747 10
55338 2748 7
55351 2749 13
55363 2750 12
55375 2751 12
55382 2752 7
55391 2753 9
55404 2754 13
55415 2755 11
55423 2756 8
55433 2757 10
55450 2758 17
55463 2759 13
55476 2760 13
55496 2761 20
55509 2762 13
55516 2763 7
55523 2764 7
55541 2765 18
55554 2766 13
55562 2767 8
55583 2768 21
55596 2769 13
55606 2770 10
55616 2771 10
55626 2772 10
55633 2773 7
55643 2774 10
55656 2775 13
55676 2776 20
55684 2777 8
55700 2778 16
55708 2779 8
55718 2780 10
55736 2781 18
55743 2782 7
55756 2783 13
55768 2784 12
55777 2785 9
55789 2786 12
55802 2787 13
55815 2788 13
55828 2789 13
55843 2790 15
55852 2791 9
55868 2792 16
55875 2793 7
55894 2794 19
55929 2795 35
55936 2796 7
55952 2797 16
55968 2798 16
55982 2799 14
56000 2800 18
56019 2801 19
56065 2802 46
56078 2803 13
56097 2804 19
56111 2805 14
56133 2806 22
56151 2807 18
56166 2808 15
56182 2809 16
56189 2810 7
56196 2811 7
56203 2812 7
56213 2813 10
56239 2814 26
56246 2815 7
56258 2816 12
56274 2817 16
56295 2818 21
56316 2819 21
56323 2820 7
56336 2821 13
56345 2822 9
56352 2823 7
56381 2824 29
56405 2825 24
56412 2826 7
56435 2827 23
56442 2828 7
56451 2829 9
56467 2830 16
56477 2831 10
56487 2832 10
56495 2833 8
56503 2834 8
56511 2835 8
56521 2836 10
56531 2837 10
56551 2838 20
56566 2839 15
56574 2840 8
56582 2841 8
56598 2842 16
56605 2843 7
56612 2844 7
56629 2845 17
56643 2846 14
56656 2847 13
56674 2848 18
56684 2849 10
56711 2850 27
56719 2851 8
56734 2852 15
56753 2853 19
56766 2854 13
56775 2855 9
56790 2856 15
56799 2857 9
56823 2858 24
56831 2859 8
56843 2860 12
56850 2861 7
56858 2862 8
56872 2863 14
56879 2864 7
56886 2865 7
56893 2866 7
56908 2867 15
56920 2868 12
56930 2869 10
56937 2870 7
56954 2871 17
56967 2872 13
56980 2873 13
56990 2874 10
57000 2875 10
57022 2876 22
57044 2877 22
57051 2878 7
57065 2879 14
57077 2880 12
57101 2881 24
57111 2882 10
57118 2883 7
57131 2884 13
57139 2885 8
57179 2886 40
57199 2887 20
57207 2888 8
57214 2889 7
57228 2890 14
57241 2891 13
57254 2892 13
57280 2893 26
57301 2894 21
57321 2895 20
57328 2896 7
57339 2897 11
57367 2898 28
57388 2899 21
57395 2900 7
57405 2901 10
57421 2902 16
57453 2903 32
57466 2904 13
57482 2905 16
57490 2906 8
57497 2907 7
57507 2908 10
57514 2909 7
57522 2910 8
57534 2911 12
57548 2912 14
57555 2913 7
57562 2914 7
57577 2915 15
57588 2916 11
57620 2917 32
57627 2918 7
57653 2919 26
57669 2920 16
57687 2921 18
57694 2922 7
57702 2923 8
57725 2924 23
57732 2925 7
57746 2926 14
57753 2927 7
57767 2928 14
57774 2929 7
57783 2930 9
57797 2931 14
57815 2932 18
57837 2933 22
57844 2934 7
57853 2935 9
57869 2936 16
57899 2937 30
57916 2938 17
57926 2939 10
57938 2940 12
57964 2941 26
57971 2942 7
57983 2943 12
57990 2944 7
58023 2945 33
58033 2946 10
58051 2947 18
58058 2948 7
58066 2949 8
58086 2950 20
58094 2951 8
58101 2952 7
58111 2953 10
58121 2954 10
58129 2955 8
58140 2956 11
58147 2957 7
58165 2958 18
58175 2959 10
58184 2960 9
58198 2961 14
58205 2962 7
58214 2963 9
58221 2964 7
58234 2965 13
58241 2966 7
58251 2967 10
58264 2968 13
58291 2969 27
58298 2970 7
58308 2971 10
58317 2972 9
58333 2973 16
58340 2974 7
58347 2975 7
58355 2976 8
58367 2977 12
58378 2978 11
58385 2979 7
58394 2980 9
58403 2981 9
58412 2982 9
58439 2983 27
58452 2984 13
58480 2985 28
58487 2986 7
58503 2987 16
58513 2988 10
58530 2989 17
58546 2990 16
58559 2991 13
58570 2992 11
58580 2993 10
58599 2994 19
58607 2995 8
58614 2996 7
58621 2997 7
58631 2998 10
58655 2999 24
58696 3000 41
58703 3001 7
58713 3002 10
58726 3003 13
58741 3004 15
58759 3005 18
58766 3006 7
58776 3007 10
58792 3008 16
58807 3009 15
58827 3010 20
58837 3011 10
58844 3012 7
58857 3013 13
58881 3014 24
58891 3015 10
58916 3016 25
58925 3017 9
58952 3018 27
58961 3019 9
58972 3020 11
59015 3021 43
59044 3022 29
59051 3023 7
59060 3024 9
59083 3025 23
59098 3026 15
59106 3027 8
59141 3028 35
59163 3029 22
59173 3030 10
59180 3031 7
59204 3032 24
59214 3033 10
59228 3034 14
59238 3035 10
59251 3036 13
59260 3037 9
59270 3038 10
59278 3039 8
59288 3040 10
59301 3041 13
59320 3042 19
59340 3043 20
59347 3044 7
59354 3045 7
59366 3046 12
59383 3047 17
59397 3048 14
59407 3049 10
59426 3050 19
59452 3051 26
59459 3052 7
59467 3053 8
59483 3054 16
59498 3055 15
59511 3056 13
59538 3057 27
59548 3058 10
59555 3059 7
59567 3060 12
59577 3061 10
59587 3062 10
59594 3063 7
59616 3064 22
59631 3065 15
59649 3066 18
59656 3067 7
59666 3068 10
59673 3069 7
59690 3070 17
59698 3071 8
59717 3072 19
59726 3073 9
59733 3074 7
59741 3075 8
59749 3076 8
59760 3077 11
59771 3078 11
59778 3079 7
59794 3080 16
59815 3081 21
59823 3082 8
59832 3083 9
59841 3084 9
59852 3085 11
59859 3086 7
59866 3087 7
59896 3088 30
59908 3089 12
59918 3090 10
59957 3091 39
59970 3092 13
59984 3093 14
60002 3094 18
60012 3095 10
60021 3096 9
60052 3097 31
60071 3098 19
60081 3099 10
60088 3100 7
60099 3101 11
60109 3102 10
60127 3103 18
60139 3104 12
60146 3105 7
60156 3106 10
60180 3107 24
60192 3108 12
60205 3109 13
60224 3110 19
60234 3111 10
60265 3112 31
60275 3113 10
60286 3114 11
60293 3115 7
60306 3116 13
60333 3117 27
60346 3118 13
60364 3119 18
60371 3120 7
60398 3121 27
60420 3122 22
60433 3123 13
60455 3124 22
60475 3125 20
60492 3126 17
60500 3127 8
60510 3128 10
60535 3129 25
60548 3130 13
60555 3131 7
60577 3132 22
60588 3133 11
60598 3134 10
60613 3135 15
60620 3136 7
60771 3137 151
60806 3138 35
60856 3139 50
60881 3140 25
60890 3141 9
60953 3142 63
60960 3143 7
60967 3144 7
61005 3145 38
61040 3146 35
61131 3147 91
61203 3148 72
61326 3149 123
61368 3150 42
61376 3151 8
61429 3152 53
61478 3153 49
61517 3154 39
61533 3155 16
61563 3156 30
61597 3157 34
61610 3158 13
61617 3159 7
61640 3160 23
61653 3161 13
61683 3162 30
61692 3163 9
61701 3164 9
61718 3165 17
61749 3166 31
61758 3167 9
61784 3168 26
61792 3169 8
61809 3170 17
61826 3171 17
61850 3172 24
61860 3173 10
61887 3174 27
61908 3175 21
61929 3176 21
61943 3177 14
61969 3178 26
61977 3179 8
61985 3180 8
61999 3181 14
62012 3182 13
62028 3183 16
62047 3184 19
62058 3185 11
62082 3186 24
62107 3187 25
62120 3188 13
62128 3189 8
62172 3190 44
62180 3191 8
62187 3192 7
62194 3193 7
62222 3194 28
62238 3195 16
62255 3196 17
62264 3197 9
62292 3198 28
62309 3199 17
62318 3200 9
62350 3201 32
62382 3202 32
62390 3203 8
62400 3204 10
62441 3205 41
62464 3206 23
62484 3207 20
62491 3208 7
62499 3209 8
62520 3210 21
62560 3211 40
62568 3212 8
62576 3213 8
62585 3214 9
62602 3215 17
62616 3216 14
62624 3217 8
62632 3218 8
62642 3219 10
62656 3220 14
62670 3221 14
62688 3222 18
62707 3223 19
62721 3224 14
62734 3225 13
62766 3226 32
62819 3227 53
62826 3228 7
62834 3229 8
62851 3230 17
62864 3231 13
62900 3232 36
62939 3233 39
62949 3234 10
62959 3235 10
62969 3236 10
62977 3237 8
62996 3238 19
63013 3239 17
63024 3240 11
63032 3241 8
63045 3242 13
63055 3243 10
63072 3244 17
63083 3245 11
63098 3246 15
63127 3247 29
63137 3248 10
63173 3249 36
63181 3250 8
63190 3251 9
63201 3252 11
63213 3253 12
63221 3254 8
63235 3255 14
63254 3256 19
63263 3257 9
63274 3258 11
63282 3259 8
63296 3260 14
63304 3261 8
63315 3262 11
63328 3263 13
63336 3264 8
63353 3265 17
63368 3266 15
63384 3267 16
63392 3268 8
63404 3269 12
63413 3270 9
63422 3271 9
63433 3272 11
63441 3273 8
63451 3274 10
63474 3275 23
63484 3276 10
63498 3277 14
63526 3278 28
63534 3279 8
63541 3280 7
63558 3281 17
63575 3282 17
63586 3283 11
63597 3284 11
63608 3285 11
63616 3286 8
63627 3287 11
63638 3288 11
63646 3289 8
63666 3290 20
63680 3291 14
63689 3292 9
63708 3293 19
63722 3294 14
63733 3295 11
63743 3296 10
63760 3297 17
63768 3298 8
63777 3299 9
63784 3300 7
63801 3301 17
63810 3302 9
63827 3303 17
63834 3304 7
63843 3305 9
63852 3306 9
63861 3307 9
63878 3308 17
63886 3309 8
63903 3310 17
63915 3311 12
63928 3312 13
63949 3313 21
63964 3314 15
63973 3315 9
63981 3316 8
64016 3317 35
64070 3318 54
64088 3319 18
64101 3320 13
64109 3321 8
64117 3322 8
64158 3323 41
64166 3324 8
64174 3325 8
64190 3326 16
64234 3327 44
64251 3328 17
64265 3329 14
64275 3330 10
64292 3331 17
64304 3332 12
64312 3333 8
64326 3334 14
64334 3335 8
64351 3336 17
64358 3337 7
64389 3338 31
64397 3339 8
64406 3340 9
64417 3341 11
64432 3342 15
64441 3343 9
64452 3344 11
64462 3345 10
64469 3346 7
64480 3347 11
64516 3348 36
64536 3349 20
64544 3350 8
64553 3351 9
64561 3352 8
64573 3353 12
64600 3354 27
64614 3355 14
64628 3356 14
64657 3357 29
64665 3358 8
64685 3359 20
64706 3360 21
64718 3361 12
64725 3362 7
64733 3363 8
64742 3364 9
64762 3365 20
64770 3366 8
64786 3367 16
64806 3368 20
64814 3369 8
64835 3370 21
64842 3371 7
64849 3372 7
64860 3373 11
64871 3374 11
64878 3375 7
64894 3376 16
64914 3377 20
64932 3378 18
64940 3379 8
64964 3380 24
64982 3381 18
65000 3382 18
65015 3383 15
65040 3384 25
65057 3385 17
65071 3386 14
65079 3387 8
65090 3388 11
65101 3389 11
65109 3390 8
65120 3391 11
65130 3392 10
65141 3393 11
65152 3394 11
65161 3395 9
65178 3396 17
65187 3397 9
65209 3398 22
65217 3399 8
65231 3400 14
65242 3401 11
65250 3402 8
65257 3403 7
65269 3404 12
65277 3405 8
65289 3406 12
65304 3407 15
65312 3408 8
65323 3409 11
65331 3410 8
65341 3411 10
65369 3412 28
65376 3413 7
65393 3414 17
65419 3415 26
65427 3416 8
65450 3417 23
65482 3418 32
65515 3419 33
65523 3420 8
65537 3421 14
65547 3422 10
65555 3423 8
65563 3424 8
65570 3425 7
65591 3426 21
65607 3427 16
65621 3428 14
65629 3429 8
65643 3430 14
65665 3431 22
65676 3432 11
65707 3433 31
65716 3434 9
65736 3435 20
65753 3436 17
65771 3437 18
65785 3438 14
65815 3439 30
65824 3440 9
65859 3441 35
65868 3442 9
65885 3443 17
65911 3444 26
65932 3445 21
65946 3446 14
65957 3447 11
65983 3448 26
65990 3449 7
66001 3450 11
66009 3451 8
66044 3452 35
66051 3453 7
66059 3454 8
66074 3455 15
66087 3456 13
66095 3457 8
66103 3458 8
66113 3459 10
66121 3460 8
66129 3461 8
66139 3462 10
66170 3463 31
66181 3464 11
66204 3465 23
66220 3466 16
66243 3467 23
66251 3468 8
66263 3469 12
66295 3470 32
66323 3471 28
66339 3472 16
66347 3473 8
66361 3474 14
66373 3475 12
66391 3476 18
66414 3477 23
66431 3478 17
66442 3479 11
66450 3480 8
66470 3481 20
66482 3482 12
66508 3483 26
66518 3484 10
66532 3485 14
66540 3486 8
66563 3487 23
66570 3488 7
66599 3489 29
66607 3490 8
66615 3491 8
66624 3492 9
66641 3493 17
66652 3494 11
66661 3495 9
66669 3496 8
66692 3497 23
66709 3498 17
66726 3499 17
66734 3500 8
66742 3501 8
66770 3502 28
66796 3503 26
66805 3504 9
66823 3505 18
66838 3506 15
66863 3507 25
66872 3508 9
66882 3509 10
66896 3510 14
66944 3511 48
66952 3512 8
66963 3513 11
66983 3514 20
67000 3515 17
67022 3516 22
67036 3517 14
67044 3518 8
67052 3519 8
67063 3520 11
67082 3521 19
67118 3522 36
67135 3523 17
67149 3524 14
67157 3525 8
67180 3526 23
67194 3527 14
67222 3528 28
67230 3529 8
67237 3530 7
67245 3531 8
67253 3532 8
67273 3533 20
67282 3534 9
67296 3535 14
67342 3536 46
67350 3537 8
67364 3538 14
67393 3539 29
67434 3540 41
67449 3541 15
67472 3542 23
67484 3543 12
67496 3544 12
67511 3545 15
67528 3546 17
67541 3547 13
67580 3548 39
67591 3549 11
67601 3550 10
67609 3551 8
67637 3552 28
67693 3553 56
67721 3554 28
67740 3555 19
67747 3556 7
67783 3557 36
67791 3558 8
67808 3559 17
67817 3560 9
67861 3561 44
67872 3562 11
67880 3563 8
67887 3564 7
67898 3565 11
67914 3566 16
67925 3567 11
67940 3568 15
67962 3569 22
67974 3570 12
67982 3571 8
68012 3572 30
68020 3573 8
68056 3574 36
68086 3575 30
68108 3576 22
68133 3577 25
68149 3578 16
68170 3579 21
68192 3580 22
68217 3581 25
68231 3582 14
68238 3583 7
68253 3584 15
68262 3585 9
68270 3586 8
68281 3587 11
68295 3588 14
68319 3589 24
68332 3590 13
68340 3591 8
68358 3592 18
68381 3593 23
68404 3594 23
68415 3595 11
68432 3596 17
68440 3597 8
